Genre,Article Name,Model,sentiment_shift,keyword_overlap,similarity,framing_label,article_keywords,summary_keywords,missing_important_topics
Tech,Microsoft offers buyouts to 7% of US employees,Gemini,0.0,0.0,1.0,Major shift,,,
Tech,Microsoft offers buyouts to 7% of US employees,Grok,0.0,0.0,1.0,Major shift,,,
Tech,Hackers break into Anthropic's secret Mythos AI tool,GPT,0.0,0.0,1.0,Major shift,,,
Tech,Hackers break into Anthropic's secret Mythos AI tool,Gemini,0.0,0.0,1.0,Major shift,,,
Tech,Hackers break into Anthropic's secret Mythos AI tool,Grok,0.0,0.0,1.0,Major shift,,,
Tech,"In a race between humans and robots, machines take the victory in a sign of advancements",GPT,0.004,0.2,0.8544,Major shift,fastest human | marathon speed | fastest robot | qingheng race | runner | ran race | distance runner | marathon | marathon event | speed human,marathon nearly | ugandan runner | humanoids progress | marathon | surpassing robots | half marathon | robotic competitors | chinese humanoid | runner | marathon held,distance runner | fastest human | fastest robot | marathon event | marathon speed | qingheng race | ran race | speed human
Tech,"In a race between humans and robots, machines take the victory in a sign of advancements",Gemini,-0.0923,0.0,0.8104,Major shift,fastest human | marathon speed | fastest robot | qingheng race | runner | ran race | distance runner | marathon | marathon event | speed human,marathon chinese | race robots | chinese humanoid | honor robots | faster human | robot | humanoid industry | showcased china | human competitors | robots,distance runner | fastest human | fastest robot | marathon | marathon event | marathon speed | qingheng race | ran race | runner | speed human
Tech,"In a race between humans and robots, machines take the victory in a sign of advancements",Grok,-0.2463,0.0,0.8365,Major shift,fastest human | marathon speed | fastest robot | qingheng race | runner | ran race | distance runner | marathon | marathon event | speed human,marathon beijing | robots competed | robot | honor robots | chinese humanoid | 100 robots | robots | human runners | robots fell | race machines,distance runner | fastest human | fastest robot | marathon | marathon event | marathon speed | qingheng race | ran race | runner | speed human
Tech,The world wants Chinese tech. China is determined to keep it,GPT,1.8676,0.0,0.7365,Major shift,transfer china | chinese tech | china wants | chinese industry | question china | china tech | obstacle china | china getting | weaken chinese | chinese firms,technology transfer | technology exchange | manufacturing china | technology transferred | protect technological | shifted china | transferred china | technology globally | china seeks | tech transfer,china getting | china tech | china wants | chinese firms | chinese industry | chinese tech | obstacle china | question china | transfer china | weaken chinese
Tech,The world wants Chinese tech. China is determined to keep it,Gemini,1.4649,0.1,0.7621,Major shift,transfer china | chinese tech | china wants | chinese industry | question china | china tech | obstacle china | china getting | weaken chinese | chinese firms,technology transfer | technology moves | transfer china | western technology | china foreign | tech flows | china success | ways china | tech transfer | china borders,china getting | china tech | china wants | chinese firms | chinese industry | chinese tech | obstacle china | question china | weaken chinese
Tech,The world wants Chinese tech. China is determined to keep it,Grok,1.614,0.1,0.7572,Major shift,transfer china | chinese tech | china wants | chinese industry | question china | china tech | obstacle china | china getting | weaken chinese | chinese firms,foreign technology | chinese firms | technology flows | china desire | china pushing | china supply | technology market | exist china | export innovations | factories knowledge,china getting | china tech | china wants | chinese industry | chinese tech | obstacle china | question china | transfer china | weaken chinese
Tech,Google Releases Android 17 QPR1 Beta 1 for Pixel,GPT,-0.2411,0.5,0.8704,Slight shift,qpr1 beta | android 17 | release qpr | beta pixel | supported pixel | pixel pro | pixel tablet | pixel devices | qpr builds | beta android,qpr1 beta | android beta | android 17 | beta pixel | pixel latest | release qpr | released android | pixel tablet | latest pixel | devices pixel,beta android | pixel devices | pixel pro | qpr builds | supported pixel
Tech,Google Releases Android 17 QPR1 Beta 1 for Pixel,Gemini,0.4272,0.6,0.9121,Major shift,qpr1 beta | android 17 | release qpr | beta pixel | supported pixel | pixel pro | pixel tablet | pixel devices | qpr builds | beta android,android 17 | android beta | released android | beta pixel | qpr1 beta | supported pixel | pixel tablet | stable android | pixel devices | google released,beta android | pixel pro | qpr builds | release qpr
Tech,Google Releases Android 17 QPR1 Beta 1 for Pixel,Grok,0.6673,0.4,0.8577,Major shift,qpr1 beta | android 17 | release qpr | beta pixel | supported pixel | pixel pro | pixel tablet | pixel devices | qpr builds | beta android,android 17 | android beta | qpr1 beta | released android | pixel tablet | tablet qpr1 | pixel 10 | android | supported pixel | stable android,beta android | beta pixel | pixel devices | pixel pro | qpr builds | release qpr
Tech,Massive Motorola Razr 2026 leak leaves nothing to the imagination,GPT,-0.2024,0.2,0.7324,Major shift,motorola razr | razr 2026 | razr 2025 | motorola appears | ltpo amoled | upgrades moto | outer displays | given motorola | 2026 looks | motorola functional,motorola razr | razr 2026 | details motorola | motorola | 16 motorola | brightness razr | motorola hello | razr | flip phones | android 16,2026 looks | given motorola | ltpo amoled | motorola appears | motorola functional | outer displays | razr 2025 | upgrades moto
Tech,Massive Motorola Razr 2026 leak leaves nothing to the imagination,Gemini,-0.3137,0.3,0.7523,Major shift,motorola razr | razr 2026 | razr 2025 | motorola appears | ltpo amoled | upgrades moto | outer displays | given motorola | 2026 looks | motorola functional,motorola razr | razr 2026 | details motorola | motorola | razr | device rumored | 120hz ltpo | phone expected | android 16 | ltpo amoled,2026 looks | given motorola | motorola appears | motorola functional | outer displays | razr 2025 | upgrades moto
Tech,Massive Motorola Razr 2026 leak leaves nothing to the imagination,Grok,-0.442,0.2,0.762,Major shift,motorola razr | razr 2026 | razr 2025 | motorola appears | ltpo amoled | upgrades moto | outer displays | given motorola | 2026 looks | motorola functional,motorola razr | razr 2026 | motorola | revealed motorola | android 16 | ship android | razr | android | launch phone | biggest upgrades,2026 looks | given motorola | ltpo amoled | motorola appears | motorola functional | outer displays | razr 2025 | upgrades moto
Tech,"DJI Clears Out Mic 3 Wireless Microphone Bundle at Record Low With Charging Case Included, Ready for the Osmo Ecosystem",GPT,-0.0105,0.3,0.8446,Major shift,mic bundle | dji mic | microphone | single mic | getting microphones | microphones | mic mobile | built microphones | microphones smartphones | dedicated mic,microphone bundle | mic wireless | dji mic | wireless microphone | microphones lightweight | microphone | microphones support | microphones | mic | environments microphones,built microphones | dedicated mic | getting microphones | mic bundle | mic mobile | microphones smartphones | single mic
Tech,"DJI Clears Out Mic 3 Wireless Microphone Bundle at Record Low With Charging Case Included, Ready for the Osmo Ecosystem",Gemini,-0.0177,0.3,0.8074,Major shift,mic bundle | dji mic | microphone | single mic | getting microphones | microphones | mic mobile | built microphones | microphones smartphones | dedicated mic,microphone bundle | dji mic | mic wireless | wireless microphone | lightweight microphones | microphone | mic transmitters | microphones offer | microphones | mic,built microphones | dedicated mic | getting microphones | mic bundle | mic mobile | microphones smartphones | single mic
Tech,"DJI Clears Out Mic 3 Wireless Microphone Bundle at Record Low With Charging Case Included, Ready for the Osmo Ecosystem",Grok,-0.1313,0.2,0.7855,Major shift,mic bundle | dji mic | microphone | single mic | getting microphones | microphones | mic mobile | built microphones | microphones smartphones | dedicated mic,dji mic | microphone bundle | mic wireless | wireless microphone | mic transmitters | microphone | dji osmo | mic | discounted dji | dji,built microphones | dedicated mic | getting microphones | mic bundle | mic mobile | microphones | microphones smartphones | single mic
Tech,Here's your first look at Google's upcoming 'Proactive Assistance' feature for Gemini,GPT,-0.0173,0.2,0.8759,Major shift,proactive assistance | feature gemini | gemini settings | gemini use | sources gemini | assistance feature | gemini role | expanding gemini | idea proactive | google app,assistance gemini | accessible gemini | gemini settings | privacy google | proactive assistance | feature proactive | apps | intelligence apps | notifications apps | apps users,assistance feature | expanding gemini | feature gemini | gemini role | gemini use | google app | idea proactive | sources gemini
Tech,Here's your first look at Google's upcoming 'Proactive Assistance' feature for Gemini,Gemini,-0.3129,0.2,0.8586,Major shift,proactive assistance | feature gemini | gemini settings | gemini use | sources gemini | assistance feature | gemini role | expanding gemini | idea proactive | google app,feature gemini | apps | gemini existing | apps feed | proactive assistance | apps like | screen notifications | notifications data | notifications | emphasizing privacy,assistance feature | expanding gemini | gemini role | gemini settings | gemini use | google app | idea proactive | sources gemini
Tech,Here's your first look at Google's upcoming 'Proactive Assistance' feature for Gemini,Grok,-0.106,0.2,0.8344,Major shift,proactive assistance | feature gemini | gemini settings | gemini use | sources gemini | assistance feature | gemini role | expanding gemini | idea proactive | google app,gemini settings | feature gemini | privacy feature | directly gemini | gemini | apps explicitly | gemini aims | user privacy | apps | screen notifications,assistance feature | expanding gemini | gemini role | gemini use | google app | idea proactive | proactive assistance | sources gemini
