Genre,Article Name,Model,sentiment_shift,keyword_overlap,similarity,framing_label,article_keywords,summary_keywords,missing_important_topics
Tech,Tesla plans to spend over $25 billion on AI and robots,Gemini,-0.7796,0.2,0.7624,Major shift,tesla earnings | tesla stock | tesla announced | tesla reported | tesla confirmed | according tesla | expected tesla | tesla automotive | vehicle tesla | tesla plans,tesla plans | tesla reported | tesla | lineup tesla | robots factory | earnings | quarter earnings | revenue shares | optimus humanoid | profit estimates,according tesla | expected tesla | tesla announced | tesla automotive | tesla confirmed | tesla earnings | tesla stock | vehicle tesla
Tech,Tesla plans to spend over $25 billion on AI and robots,Grok,-0.8554,0.1,0.7424,Major shift,tesla earnings | tesla stock | tesla announced | tesla reported | tesla confirmed | according tesla | expected tesla | tesla automotive | vehicle tesla | tesla plans,spending tesla | tesla reported | tesla expects | tesla | summary tesla | tesla offer | optimus factory | prompting tesla | automotive revenue | factory robot,according tesla | expected tesla | tesla announced | tesla automotive | tesla confirmed | tesla earnings | tesla plans | tesla stock | vehicle tesla
Tech,Google launches new AI chips to compete with Nvidia,GPT,-0.0583,0.1,0.9139,Major shift,tpus gpus | google cloud | cloud nvidia | nvidia intel | nvidia future | gpus | ai cloud | nvidia nearly | nvidia enterprises | google tpu,competitors nvidia | nvidia offerings | google infrastructure | google cloud | nvidia upcoming | infrastructure google | collaboration nvidia | nvidia market | advances google | google tpus,ai cloud | cloud nvidia | google tpu | gpus | nvidia enterprises | nvidia future | nvidia intel | nvidia nearly | tpus gpus
Tech,Google launches new AI chips to compete with Nvidia,Gemini,-0.009,0.1,0.9034,Major shift,tpus gpus | google cloud | cloud nvidia | nvidia intel | nvidia future | gpus | ai cloud | nvidia nearly | nvidia enterprises | google tpu,google cloud | efficiency nvidia | nvidia based | infrastructure google | collaborating nvidia | nvidia strong | nvidia latest | nvidia | nvidia dominance | acknowledging nvidia,ai cloud | cloud nvidia | google tpu | gpus | nvidia enterprises | nvidia future | nvidia intel | nvidia nearly | tpus gpus
Tech,Google launches new AI chips to compete with Nvidia,Grok,-0.1308,0.2,0.8776,Major shift,tpus gpus | google cloud | cloud nvidia | nvidia intel | nvidia future | gpus | ai cloud | nvidia nearly | nvidia enterprises | google tpu,google nvidia | nvidia upcoming | infrastructure nvidia | google cloud | gpus | nvidia based | gpus available | cost google | existing nvidia | nvidia,ai cloud | cloud nvidia | google tpu | nvidia enterprises | nvidia future | nvidia intel | nvidia nearly | tpus gpus
Tech,China's DeepSeek releases V4 AI model with very low prices,GPT,-0.0553,0.0,0.8724,Major shift,deepseek competitors | processors chinese | china ai | processors deepseek | closely huawei | billion deepseek | huawei announced | chinese developers | makes huawei | chinese companies,advancements deepseek | deepseek v4 | deepseek new | competitive deepseek | deepseek collaboration | china deepseek | models deepseek | pro deepseek | deepseek unveiled | deepseek,billion deepseek | china ai | chinese companies | chinese developers | closely huawei | deepseek competitors | huawei announced | makes huawei | processors chinese | processors deepseek
Tech,China's DeepSeek releases V4 AI model with very low prices,Gemini,-0.0924,0.0,0.8313,Major shift,deepseek competitors | processors chinese | china ai | processors deepseek | closely huawei | billion deepseek | huawei announced | chinese developers | makes huawei | chinese companies,prices deepseek | deepseek v4 | deepseek released | chinese competitors | deepseek | ai competition | chinese startup | ai processors | ai labs | startup deepseek,billion deepseek | china ai | chinese companies | chinese developers | closely huawei | deepseek competitors | huawei announced | makes huawei | processors chinese | processors deepseek
Tech,China's DeepSeek releases V4 AI model with very low prices,Grok,-1.6956,0.0,0.7828,Major shift,deepseek competitors | processors chinese | china ai | processors deepseek | closely huawei | billion deepseek | huawei announced | chinese developers | makes huawei | chinese companies,deepseek pricing | deepseek v4 | deepseek released | deepseek | notably deepseek | model deepseek | ai processors | deepseek domestic | ai startup | chinese ai,billion deepseek | china ai | chinese companies | chinese developers | closely huawei | deepseek competitors | huawei announced | makes huawei | processors chinese | processors deepseek
Tech,Microsoft offers buyouts to 7% of US employees,GPT,-0.004,0.2,0.8667,Major shift,year microsoft | microsoft offer | microsoft | participate microsoft | software stocks | officer microsoft | microsoft wrote | wrote microsoft | additionally microsoft | layoffs,buyouts workforce | microsoft offering | support microsoft | microsoft increased | employee layoffs | layoffs | microsoft | buyout program | buyouts | layoffs year,additionally microsoft | microsoft offer | microsoft wrote | officer microsoft | participate microsoft | software stocks | wrote microsoft | year microsoft
Tech,Microsoft offers buyouts to 7% of US employees,Gemini,-0.0257,0.1,0.8468,Major shift,year microsoft | microsoft offer | microsoft | participate microsoft | software stocks | officer microsoft | microsoft wrote | wrote microsoft | additionally microsoft | layoffs,buyouts microsoft | microsoft offering | incentive plans | voluntary buyouts | microsoft | sales incentive | employee stock | buyouts | stock reward | incentive,additionally microsoft | layoffs | microsoft offer | microsoft wrote | officer microsoft | participate microsoft | software stocks | wrote microsoft | year microsoft
Tech,Microsoft offers buyouts to 7% of US employees,Grok,-0.0406,0.0,0.7919,Major shift,year microsoft | microsoft offer | microsoft | participate microsoft | software stocks | officer microsoft | microsoft wrote | wrote microsoft | additionally microsoft | layoffs,buyouts employees | voluntary buyouts | microsoft announced | buyout program | incentive plans | summary microsoft | buyouts | bonuses managers | pay options | cash bonuses,additionally microsoft | layoffs | microsoft | microsoft offer | microsoft wrote | officer microsoft | participate microsoft | software stocks | wrote microsoft | year microsoft
Tech,"Unauthorized group has gained access to Anthropic’s exclusive cyber tool Mythos, report claims",GPT,-0.7023,0.2,0.9086,Major shift,mythos cybersecurity | access mythos | mythos purported | use mythos | using mythos | mythos | mythos released | mythos regularly | outlet mythos | users reportedly,access mythos | accessed mythos | mythos ai | tool mythos | mythos | mythos situation | bloomberg mythos | mythos provided | mythos party | new cybersecurity,mythos cybersecurity | mythos purported | mythos regularly | mythos released | outlet mythos | use mythos | users reportedly | using mythos
Tech,"Unauthorized group has gained access to Anthropic’s exclusive cyber tool Mythos, report claims",Gemini,-0.2935,0.2,0.9096,Major shift,mythos cybersecurity | access mythos | mythos purported | use mythos | using mythos | mythos | mythos released | mythos regularly | outlet mythos | users reportedly,access mythos | mythos | concerning mythos | mythos designed | mythos anthropic | unauthorized group | cybersecurity tool | cybersecurity | powered cybersecurity | hacking tool,mythos cybersecurity | mythos purported | mythos regularly | mythos released | outlet mythos | use mythos | users reportedly | using mythos
Tech,"Unauthorized group has gained access to Anthropic’s exclusive cyber tool Mythos, report claims",Grok,-1.1515,0.2,0.8841,Major shift,mythos cybersecurity | access mythos | mythos purported | use mythos | using mythos | mythos | mythos released | mythos regularly | outlet mythos | users reportedly,mythos announced | access mythos | mythos referred | mythos | mythos intentionally | mythos preview | significant mythos | day mythos | claude mythos | announced exploiting,mythos cybersecurity | mythos purported | mythos regularly | mythos released | outlet mythos | use mythos | users reportedly | using mythos
Tech,"In a race between humans and robots, machines take the victory in a sign of advancements",GPT,-0.0702,0.0,0.7842,Major shift,fastest human | marathon speed | fastest robot | qingheng race | runner | ran race | distance runner | marathon | marathon event | speed human,robotics chinese | race robots | honor robots | robot | chinese humanoid | leader robotics | challenges robots | robots | china rapid | 100 robots,distance runner | fastest human | fastest robot | marathon | marathon event | marathon speed | qingheng race | ran race | runner | speed human
Tech,"In a race between humans and robots, machines take the victory in a sign of advancements",Gemini,-0.0161,0.0,0.8304,Major shift,fastest human | marathon speed | fastest robot | qingheng race | runner | ran race | distance runner | marathon | marathon event | speed human,china robotics | race beijing | race robots | humanoids machines | chinese humanoid | robot | faster human | future robots | robot named | running autonomously,distance runner | fastest human | fastest robot | marathon | marathon event | marathon speed | qingheng race | ran race | runner | speed human
Tech,"In a race between humans and robots, machines take the victory in a sign of advancements",Grok,-0.0511,0.0,0.8406,Major shift,fastest human | marathon speed | fastest robot | qingheng race | runner | ran race | distance runner | marathon | marathon event | speed human,marathon beijing | robots competed | race robots | robot | china rapid | robots event | 100 robots | robots | honor robots | china intense,distance runner | fastest human | fastest robot | marathon | marathon event | marathon speed | qingheng race | ran race | runner | speed human
Tech,The world wants Chinese tech. China is determined to keep it,GPT,1.936,0.2,0.7736,Major shift,transfer china | chinese tech | china wants | chinese industry | question china | china tech | obstacle china | china getting | weaken chinese | chinese firms,tech china | chinese tech | chinese technology | manufacturing china | foreign tech | barriers china | questioning china | china export | chinese firms | worry china,china getting | china tech | china wants | chinese industry | obstacle china | question china | transfer china | weaken chinese
Tech,The world wants Chinese tech. China is determined to keep it,Gemini,0.4543,0.0,0.757,Major shift,transfer china | chinese tech | china wants | chinese industry | question china | china tech | obstacle china | china getting | weaken chinese | chinese firms,technology transfer | technology borders | chinese technology | tech absorption | tech transfer | absorption china | exchange technology | learning china | tech flowing | innovators suppliers,china getting | china tech | china wants | chinese firms | chinese industry | chinese tech | obstacle china | question china | transfer china | weaken chinese
Tech,The world wants Chinese tech. China is determined to keep it,Grok,0.5241,0.2,0.7529,Major shift,transfer china | chinese tech | china wants | chinese industry | question china | china tech | obstacle china | china getting | weaken chinese | chinese firms,chinese firms | foreign technology | transfer china | technology transfer | ultimately china | china needs | china effective | china fearing | china spent | innovators encourage,china getting | china tech | china wants | chinese industry | chinese tech | obstacle china | question china | weaken chinese
Tech,Google Releases Android 17 QPR1 Beta 1 for Pixel,GPT,0.0033,0.6,0.8649,Slight shift,qpr1 beta | android 17 | release qpr | beta pixel | supported pixel | pixel pro | pixel tablet | pixel devices | qpr builds | beta android,android 17 | android beta | qpr1 beta | beta pixel | released android | pixel tablet | release qpr | 17 beta | pixel devices | android,beta android | pixel pro | qpr builds | supported pixel
Tech,Google Releases Android 17 QPR1 Beta 1 for Pixel,Gemini,0.7818,0.5,0.9325,Major shift,qpr1 beta | android 17 | release qpr | beta pixel | supported pixel | pixel pro | pixel tablet | pixel devices | qpr builds | beta android,beta pixel | qpr1 beta | supported pixel | qprs beta | android beta | pixel tablet | released android | releases qprs | pixel devices | pixel 10,android 17 | beta android | pixel pro | qpr builds | release qpr
Tech,Google Releases Android 17 QPR1 Beta 1 for Pixel,Grok,0.3049,0.5,0.8431,Major shift,qpr1 beta | android 17 | release qpr | beta pixel | supported pixel | pixel pro | pixel tablet | pixel devices | qpr builds | beta android,android 17 | android beta | qpr1 beta | devices beta | released android | android | release qpr | supported pixel | pixel devices | pixel 10,beta android | beta pixel | pixel pro | pixel tablet | qpr builds
Tech,Massive Motorola Razr 2026 leak leaves nothing to the imagination,GPT,0.0464,0.2,0.7779,Major shift,motorola razr | razr 2026 | razr 2025 | motorola appears | ltpo amoled | upgrades moto | outer displays | given motorola | 2026 looks | motorola functional,motorola razr | razr 2026 | motorola | performance phone | 16 motorola | motorola hello | razr | leak motorola | pink razr | android 16,2026 looks | given motorola | ltpo amoled | motorola appears | motorola functional | outer displays | razr 2025 | upgrades moto
Tech,Massive Motorola Razr 2026 leak leaves nothing to the imagination,Gemini,-1.2178,0.2,0.7227,Major shift,motorola razr | razr 2026 | razr 2025 | motorola appears | ltpo amoled | upgrades moto | outer displays | given motorola | 2026 looks | motorola functional,motorola razr | wireless razr | razr 2026 | details motorola | motorola | flip phone | razr | 90hz cover | phone limitation | wireless,2026 looks | given motorola | ltpo amoled | motorola appears | motorola functional | outer displays | razr 2025 | upgrades moto
Tech,Massive Motorola Razr 2026 leak leaves nothing to the imagination,Grok,-1.1573,0.2,0.748,Major shift,motorola razr | razr 2026 | razr 2025 | motorola appears | ltpo amoled | upgrades moto | outer displays | given motorola | 2026 looks | motorola functional,motorola razr | upcoming motorola | motorola | 16 motorola | motorola hello | razr 2026 | nfc phone | phone available | phone | 120hz ltpo,2026 looks | given motorola | ltpo amoled | motorola appears | motorola functional | outer displays | razr 2025 | upgrades moto
Tech,"DJI Clears Out Mic 3 Wireless Microphone Bundle at Record Low With Charging Case Included, Ready for the Osmo Ecosystem",GPT,-0.0207,0.3,0.8317,Major shift,mic bundle | dji mic | microphone | single mic | getting microphones | microphones | mic mobile | built microphones | microphones smartphones | dedicated mic,microphone bundle | mic wireless | dji mic | wireless microphone | microphone | mic transmitters | camera microphones | microphones | mic | discount dji,built microphones | dedicated mic | getting microphones | mic bundle | mic mobile | microphones smartphones | single mic
Tech,"DJI Clears Out Mic 3 Wireless Microphone Bundle at Record Low With Charging Case Included, Ready for the Osmo Ecosystem",Gemini,-0.0217,0.3,0.7994,Major shift,mic bundle | dji mic | microphone | single mic | getting microphones | microphones | mic mobile | built microphones | microphones smartphones | dedicated mic,microphone bundle | dji mic | mic wireless | wireless microphone | microphone | lightweight microphones | microphones offer | microphones | mic tx | mic,built microphones | dedicated mic | getting microphones | mic bundle | mic mobile | microphones smartphones | single mic
Tech,"DJI Clears Out Mic 3 Wireless Microphone Bundle at Record Low With Charging Case Included, Ready for the Osmo Ecosystem",Grok,-0.2109,0.2,0.7868,Major shift,mic bundle | dji mic | microphone | single mic | getting microphones | microphones | mic mobile | built microphones | microphones smartphones | dedicated mic,dji mic | microphone bundle | mic wireless | wireless microphone | mic transmitters | microphone | compact mic | dji osmo | mic | discounted dji,built microphones | dedicated mic | getting microphones | mic bundle | mic mobile | microphones | microphones smartphones | single mic
Tech,Here's your first look at Google's upcoming 'Proactive Assistance' feature for Gemini,GPT,0.0101,0.1,0.8166,Major shift,proactive assistance | feature gemini | gemini settings | gemini use | sources gemini | assistance feature | gemini role | expanding gemini | idea proactive | google app,gemini capabilities | gemini settings | plan gmail | apps | enhancing gemini | toggled gemini | calendar personal | insights reminders | gemini | notifications,assistance feature | expanding gemini | feature gemini | gemini role | gemini use | google app | idea proactive | proactive assistance | sources gemini
Tech,Here's your first look at Google's upcoming 'Proactive Assistance' feature for Gemini,Gemini,-0.1489,0.2,0.8436,Major shift,proactive assistance | feature gemini | gemini settings | gemini use | sources gemini | assistance feature | gemini role | expanding gemini | idea proactive | google app,apps provide | feature gemini | proactive assistance | apps | notifications explicitly | integrations gmail | apps like | intelligence users | privacy | google developing,assistance feature | expanding gemini | gemini role | gemini settings | gemini use | google app | idea proactive | sources gemini
Tech,Here's your first look at Google's upcoming 'Proactive Assistance' feature for Gemini,Grok,-0.3491,0.3,0.841,Major shift,proactive assistance | feature gemini | gemini settings | gemini use | sources gemini | assistance feature | gemini role | expanding gemini | idea proactive | google app,gemini settings | feature gemini | directly gemini | google app | apps explicitly | gemini | gemini aims | apps | apps feed | screen notifications,assistance feature | expanding gemini | gemini role | gemini use | idea proactive | proactive assistance | sources gemini
