Genre,Article Name,Model,coverage_score,covered_points,partial_points,missing_points,total_key_points,point_results,note
Politics,"D.H.S. Will Run Out of Money for Paychecks in May, Secretary Says",Grok,0.6111,4,3,2,9,"[{""key_point"": ""DHS secritary warns that the agency will run out of money by May if Congress does not reach a deal to end the two month shut down."", ""best_sentence"": ""**Article Summary**\n\n**Homeland Security Secretary Markwayne Mullin** warned on Tuesday that the Department of Homeland Security (DHS) will run out of money to pay its employees during the first week of May if Congress fails to end the two-month partial government shutdown."", ""max_similarity"": 0.7744, ""status"": ""Covered""}, {""key_point"": ""The department's payroll costs, drawn from Trump's domestic policy bill, exxceeds 1.6 billion dollars every two weeks, and available funding for salaries will dry up after April."", ""best_sentence"": ""Mullin stated that the department is spending more than **$1.6 billion every two weeks** on payroll, and the available funds \u2014 drawn from President Trump\u2019s major domestic policy bill that provided over $170 billion for immigration enforcement \u2014 are nearly exhausted."", ""max_similarity"": 0.7173, ""status"": ""Covered""}, {""key_point"": ""90% of the department's workers are considered essential and are working without pay."", ""best_sentence"": ""### Key Impacts:\n- Over 90% of DHS\u2019s roughly 260,000 employees are essential workers who have been working without regular pay since the shutdown began."", ""max_similarity"": 0.5712, ""status"": ""Partial""}, {""key_point"": ""Disruption is most visible in airports as thousands of TSA workers are affected by the shutdown."", ""best_sentence"": ""- Missed paychecks last month triggered a major crisis at airports, with hundreds of TSA officers quitting and thousands calling out sick, causing long security lines and flight delays."", ""max_similarity"": 0.4988, ""status"": ""Missing""}, {""key_point"": ""Though the situation at the airport alleviated after TSA employees started receiving pay in late march, a TSA union representative worned that the crisis would be renewed with missed paychecks next months."", ""best_sentence"": ""- Missed paychecks last month triggered a major crisis at airports, with hundreds of TSA officers quitting and thousands calling out sick, causing long security lines and flight delays."", ""max_similarity"": 0.7583, ""status"": ""Covered""}, {""key_point"": ""Other operations of DHS is being affected as well."", ""best_sentence"": ""### Key Impacts:\n- Over 90% of DHS\u2019s roughly 260,000 employees are essential workers who have been working without regular pay since the shutdown began."", ""max_similarity"": 0.5368, ""status"": ""Partial""}, {""key_point"": ""Crisis is rooted in a prolonged political stalemate in Congress."", ""best_sentence"": ""Overall, the article portrays a department under increasing strain, with growing pressure on Congress to reach a deal before the next payroll deadline triggers fresh chaos."", ""max_similarity"": 0.5309, ""status"": ""Partial""}, {""key_point"": ""Some Republicans in the House indicates that they refuse to advance a spending bill without seeing progress toward reconciliation measure to fund immigration enforcement."", ""best_sentence"": ""Conservative Republicans are refusing to pass it until progress is made on a separate budget reconciliation bill that would fully fund Trump\u2019s immigration crackdown."", ""max_similarity"": 0.7348, ""status"": ""Covered""}, {""key_point"": ""DHS leaders have blamed Democrats for refusing to fully fund the agency without attaching new restrictions on immigration agents."", ""best_sentence"": ""### Political Situation:\nCongressional Republicans have agreed to fund nearly all of DHS except immigration enforcement, but that bill is stalled in the House."", ""max_similarity"": 0.4753, ""status"": ""Missing""}]",
Politics,Suspected gunman at White House press dinner named,GPT,0.6667,2,4,0,6,"[{""key_point"": ""The gunman suspected to be responsible for the shooting at the White House correspondents' dinner has been identified as Cole Thomas Allen of California."", ""best_sentence"": ""The suspected gunman involved in the shooting at the White House correspondents' dinner in Washington has been identified as 31-year-old Cole Tomas Allen from Torrance, California."", ""max_similarity"": 0.8764, ""status"": ""Covered""}, {""key_point"": ""Allen, a 31 year old mechanical engineer and computer scientist, was allegedly seen sprinting through a Secret Service checkpoint before being fired upon by agents."", ""best_sentence"": ""During the incident, Allen reportedly ran through a Secret Service checkpoint, exchanging gunfire with an officer."", ""max_similarity"": 0.7542, ""status"": ""Covered""}, {""key_point"": ""Allen was not hit by gunfire in the exchange and is believed to have rented a room in the hotel."", ""best_sentence"": ""During the incident, Allen reportedly ran through a Secret Service checkpoint, exchanging gunfire with an officer."", ""max_similarity"": 0.5268, ""status"": ""Partial""}, {""key_point"": ""Suspected to be acting alone, the gunman allegedly targeted members of the Trump administration, including the president."", ""best_sentence"": ""Trump's comments and reports suggest the suspect might have been targeting his administration."", ""max_similarity"": 0.6058, ""status"": ""Partial""}, {""key_point"": ""Those who know Allen were surprised to learn he was the alleged shooter, recounting his intellignece and gentle nature."", ""best_sentence"": ""During the incident, Allen reportedly ran through a Secret Service checkpoint, exchanging gunfire with an officer."", ""max_similarity"": 0.5228, ""status"": ""Partial""}, {""key_point"": ""Allen was a member of numerous clubs during his time at Caltech and appeared to be well-versed in subjects beyond engineering and computer science."", ""best_sentence"": ""Allen, who does not have a criminal record, is believed to be a mechanical engineer and independent game developer."", ""max_similarity"": 0.5819, ""status"": ""Partial""}]",
Politics,Suspected gunman at White House press dinner named,Gemini,0.6667,2,4,0,6,"[{""key_point"": ""The gunman suspected to be responsible for the shooting at the White House correspondents' dinner has been identified as Cole Thomas Allen of California."", ""best_sentence"": ""The suspected gunman in a shooting incident at the White House Correspondents' Dinner has been identified as **Cole Tomas Allen**, a 31-year-old man from Torrance, California."", ""max_similarity"": 0.9004, ""status"": ""Covered""}, {""key_point"": ""Allen, a 31 year old mechanical engineer and computer scientist, was allegedly seen sprinting through a Secret Service checkpoint before being fired upon by agents."", ""best_sentence"": ""Allen reportedly sprinted through a Secret Service checkpoint outside the main ballroom of the Washington Hilton."", ""max_similarity"": 0.7327, ""status"": ""Covered""}, {""key_point"": ""Allen was not hit by gunfire in the exchange and is believed to have rented a room in the hotel."", ""best_sentence"": ""Agents drew weapons and opened fire, but Allen was tackled to the ground and was not hit by gunfire."", ""max_similarity"": 0.5989, ""status"": ""Partial""}, {""key_point"": ""Suspected to be acting alone, the gunman allegedly targeted members of the Trump administration, including the president."", ""best_sentence"": ""The motive for the attack is unclear, but authorities believe he was acting alone and may have been targeting the Trump administration, \""likely including the president.\"" Allen is in custody, facing two initial charges with more expected."", ""max_similarity"": 0.5238, ""status"": ""Partial""}, {""key_point"": ""Those who know Allen were surprised to learn he was the alleged shooter, recounting his intellignece and gentle nature."", ""best_sentence"": ""Authorities believe Allen was armed with a shotgun, a handgun, and knives."", ""max_similarity"": 0.6656, ""status"": ""Partial""}, {""key_point"": ""Allen was a member of numerous clubs during his time at Caltech and appeared to be well-versed in subjects beyond engineering and computer science."", ""best_sentence"": ""His LinkedIn profile describes him as a mechanical engineer and computer scientist, with degrees from Caltech (2017) and California State University, Dominguez Hills (Master's last year)."", ""max_similarity"": 0.5359, ""status"": ""Partial""}]",
Politics,Suspected gunman at White House press dinner named,Grok,0.6667,2,4,0,6,"[{""key_point"": ""The gunman suspected to be responsible for the shooting at the White House correspondents' dinner has been identified as Cole Thomas Allen of California."", ""best_sentence"": ""**Summary**\n\n**Cole Tomas Allen**, a 31-year-old mechanical engineer and independent game developer from Torrance, California, has been identified as the suspect in the shooting at the White House Correspondents\u2019 Dinner held at the Washington Hilton."", ""max_similarity"": 0.8275, ""status"": ""Covered""}, {""key_point"": ""Allen, a 31 year old mechanical engineer and computer scientist, was allegedly seen sprinting through a Secret Service checkpoint before being fired upon by agents."", ""best_sentence"": ""According to law enforcement, Allen \u2014 who was a guest at the hotel \u2014 attempted to force his way into the event, engaged in an altercation, then sprinted through a Secret Service checkpoint."", ""max_similarity"": 0.6959, ""status"": ""Partial""}, {""key_point"": ""Allen was not hit by gunfire in the exchange and is believed to have rented a room in the hotel."", ""best_sentence"": ""According to law enforcement, Allen \u2014 who was a guest at the hotel \u2014 attempted to force his way into the event, engaged in an altercation, then sprinted through a Secret Service checkpoint."", ""max_similarity"": 0.6228, ""status"": ""Partial""}, {""key_point"": ""Suspected to be acting alone, the gunman allegedly targeted members of the Trump administration, including the president."", ""best_sentence"": ""He is believed to have acted alone and is thought to have been targeting the Trump administration, possibly including the president."", ""max_similarity"": 0.728, ""status"": ""Covered""}, {""key_point"": ""Those who know Allen were surprised to learn he was the alleged shooter, recounting his intellignece and gentle nature."", ""best_sentence"": ""**Public Reaction from Those Who Knew Him**\nPeople who knew Allen expressed deep shock."", ""max_similarity"": 0.6723, ""status"": ""Partial""}, {""key_point"": ""Allen was a member of numerous clubs during his time at Caltech and appeared to be well-versed in subjects beyond engineering and computer science."", ""best_sentence"": ""- He graduated from Caltech (California Institute of Technology) in 2017 with a degree in mechanical engineering and earned a master\u2019s in computer science in 2024."", ""max_similarity"": 0.5216, ""status"": ""Partial""}]",
Politics,Trump claims ‘rigged’ Virginia vote as court moves to block redistricting map,GPT,1.0,1,0,0,1,"[{""key_point"": ""In response to a Virginian vote to redraw congressional districts in a way that favors Democrats, President Trump took to social media to allege that the vote was \""rigged.\"" The redrawing, which has faced multiple legal challenges, including being blocked by Circuit Court Judge Jack Hurley Jr., could help the Democrats flip up to four Republican seats in the House of Representatives, if the results are certified."", ""best_sentence"": ""The article discusses former US President Donald Trump's unfounded claims that a Virginia vote to redraw the state's congressional map, favoring Democrats, was \""rigged.\"" This claim follows Virginia voters' approval of a redistricting referendum that could potentially help Democrats win more seats in the US House of Representatives."", ""max_similarity"": 0.7995, ""status"": ""Covered""}]",
Politics,Trump claims ‘rigged’ Virginia vote as court moves to block redistricting map,Gemini,1.0,1,0,0,1,"[{""key_point"": ""In response to a Virginian vote to redraw congressional districts in a way that favors Democrats, President Trump took to social media to allege that the vote was \""rigged.\"" The redrawing, which has faced multiple legal challenges, including being blocked by Circuit Court Judge Jack Hurley Jr., could help the Democrats flip up to four Republican seats in the House of Representatives, if the results are certified."", ""best_sentence"": ""Former US President Donald Trump, without providing evidence, claimed that a recent Virginia vote to redraw the state's congressional map, which favors Democrats, was \""rigged\"" and blamed mail-in ballots."", ""max_similarity"": 0.7734, ""status"": ""Covered""}]",
Politics,Trump claims ‘rigged’ Virginia vote as court moves to block redistricting map,Grok,0.5,0,1,0,1,"[{""key_point"": ""In response to a Virginian vote to redraw congressional districts in a way that favors Democrats, President Trump took to social media to allege that the vote was \""rigged.\"" The redrawing, which has faced multiple legal challenges, including being blocked by Circuit Court Judge Jack Hurley Jr., could help the Democrats flip up to four Republican seats in the House of Representatives, if the results are certified."", ""best_sentence"": ""**Article Summary:**\n\nUS President Donald Trump claimed without evidence on Wednesday that a Virginia referendum approving a new congressional map was \u201crigged,\u201d blaming mail-in ballots for the result."", ""max_similarity"": 0.6924, ""status"": ""Partial""}]",
Tech,Tim Cook says Apple Maps release was a 'really big mistake',GPT,0.8571,5,2,0,7,"[{""key_point"": ""Tim Cook while reflecting on his tenure in the April 21st Town Hall claims that Apple Maps and other products were a big mistake."", ""best_sentence"": ""Apple CEO Tim Cook, reflecting on his time at the company, acknowledged that the initial release of Apple Maps in 2012 was a significant mistake, noting the app was not ready and advising users to use alternative mapping applications."", ""max_similarity"": 0.7554, ""status"": ""Covered""}, {""key_point"": ""He says Apple Maps was not ready, and their team pushed Apple users to use other apps because they were better than Apple Maps."", ""best_sentence"": ""Apple CEO Tim Cook, reflecting on his time at the company, acknowledged that the initial release of Apple Maps in 2012 was a significant mistake, noting the app was not ready and advising users to use alternative mapping applications."", ""max_similarity"": 0.7687, ""status"": ""Covered""}, {""key_point"": ""Apple Maps relesaed in 2012 was rushed to meet societal complaints and demands, but when it was released it was very buggy."", ""best_sentence"": ""Apple CEO Tim Cook, reflecting on his time at the company, acknowledged that the initial release of Apple Maps in 2012 was a significant mistake, noting the app was not ready and advising users to use alternative mapping applications."", ""max_similarity"": 0.6455, ""status"": ""Partial""}, {""key_point"": ""He claims that they now the best map and they learned from that mistake."", ""best_sentence"": ""Apple CEO Tim Cook, reflecting on his time at the company, acknowledged that the initial release of Apple Maps in 2012 was a significant mistake, noting the app was not ready and advising users to use alternative mapping applications."", ""max_similarity"": 0.5051, ""status"": ""Partial""}, {""key_point"": ""Cook is stepping down soon."", ""best_sentence"": ""Cook announced he'll step down as CEO in September to become executive chairman, with John Ternus set to take over."", ""max_similarity"": 0.702, ""status"": ""Covered""}, {""key_point"": ""Additionally, Cook claimed that the unreleased AirPower wireless charging mat and attempts for a self-driving car were also mistakes he had made in leadership."", ""best_sentence"": ""Cook also addressed other missteps during his tenure, like the unreleased AirPower charging mat and the ongoing challenges in developing a self-driving car."", ""max_similarity"": 0.7896, ""status"": ""Covered""}, {""key_point"": ""Cook also reflected on his accomplishments and said that there were many but the release of the Apple Watch was his most proud because the Apple Watch can save lives."", ""best_sentence"": ""Highlighting his successes, Cook expressed pride in the launch of the Apple Watch, specifically recounting a meaningful story where the device helped save a user's life."", ""max_similarity"": 0.8598, ""status"": ""Covered""}]",
Tech,Tim Cook says Apple Maps release was a 'really big mistake',Gemini,0.8571,5,2,0,7,"[{""key_point"": ""Tim Cook while reflecting on his tenure in the April 21st Town Hall claims that Apple Maps and other products were a big mistake."", ""best_sentence"": ""Outgoing Apple CEO Tim Cook recently reflected on his tenure, admitting that the 2012 launch of Apple Maps was a \""really big mistake\"" because the product \""wasn't ready\"" and was widely criticized for being buggy."", ""max_similarity"": 0.7989, ""status"": ""Covered""}, {""key_point"": ""He says Apple Maps was not ready, and their team pushed Apple users to use other apps because they were better than Apple Maps."", ""best_sentence"": ""He recalled apologizing and advising users to try other mapping apps, calling it \""humble pie.\"" However, Cook noted that Apple Maps has since significantly improved, now considering it the \""best map app on the planet,\"" and attributed this success to persistence."", ""max_similarity"": 0.7088, ""status"": ""Covered""}, {""key_point"": ""Apple Maps relesaed in 2012 was rushed to meet societal complaints and demands, but when it was released it was very buggy."", ""best_sentence"": ""Outgoing Apple CEO Tim Cook recently reflected on his tenure, admitting that the 2012 launch of Apple Maps was a \""really big mistake\"" because the product \""wasn't ready\"" and was widely criticized for being buggy."", ""max_similarity"": 0.5868, ""status"": ""Partial""}, {""key_point"": ""He claims that they now the best map and they learned from that mistake."", ""best_sentence"": ""He recalled apologizing and advising users to try other mapping apps, calling it \""humble pie.\"" However, Cook noted that Apple Maps has since significantly improved, now considering it the \""best map app on the planet,\"" and attributed this success to persistence."", ""max_similarity"": 0.5118, ""status"": ""Partial""}, {""key_point"": ""Cook is stepping down soon."", ""best_sentence"": ""Cook announced on April 20 that he is stepping down in September to become executive chairman, with John Ternus taking over as CEO."", ""max_similarity"": 0.7179, ""status"": ""Covered""}, {""key_point"": ""Additionally, Cook claimed that the unreleased AirPower wireless charging mat and attempts for a self-driving car were also mistakes he had made in leadership."", ""best_sentence"": ""During an April 21 town hall, Cook also identified the unreleased AirPower wireless charging mat and a decades-long effort into self-driving cars as other missteps under his leadership."", ""max_similarity"": 0.8071, ""status"": ""Covered""}, {""key_point"": ""Cook also reflected on his accomplishments and said that there were many but the release of the Apple Watch was his most proud because the Apple Watch can save lives."", ""best_sentence"": ""Conversely, Cook highlighted the 2014 launch of the Apple Watch as one of his greatest accomplishments, emphasizing the profound impact of hearing daily from users whose lives the device has saved."", ""max_similarity"": 0.7809, ""status"": ""Covered""}]",
Tech,Tim Cook says Apple Maps release was a 'really big mistake',Grok,0.7857,4,3,0,7,"[{""key_point"": ""Tim Cook while reflecting on his tenure in the April 21st Town Hall claims that Apple Maps and other products were a big mistake."", ""best_sentence"": ""**Summary:**\n\nDuring an Apple town hall on April 21, outgoing CEO **Tim Cook** reflected on his leadership and openly called the 2012 launch of **Apple Maps** \u201ca really big mistake.\u201d He admitted the product wasn\u2019t ready, was full of bugs, and embarrassed the company."", ""max_similarity"": 0.7772, ""status"": ""Covered""}, {""key_point"": ""He says Apple Maps was not ready, and their team pushed Apple users to use other apps because they were better than Apple Maps."", ""best_sentence"": ""More than a decade later, he now believes Apple Maps is \u201cthe best map app on the planet,\u201d calling the experience a valuable lesson in persistence."", ""max_similarity"": 0.7526, ""status"": ""Covered""}, {""key_point"": ""Apple Maps relesaed in 2012 was rushed to meet societal complaints and demands, but when it was released it was very buggy."", ""best_sentence"": ""**Summary:**\n\nDuring an Apple town hall on April 21, outgoing CEO **Tim Cook** reflected on his leadership and openly called the 2012 launch of **Apple Maps** \u201ca really big mistake.\u201d He admitted the product wasn\u2019t ready, was full of bugs, and embarrassed the company."", ""max_similarity"": 0.6656, ""status"": ""Partial""}, {""key_point"": ""He claims that they now the best map and they learned from that mistake."", ""best_sentence"": ""More than a decade later, he now believes Apple Maps is \u201cthe best map app on the planet,\u201d calling the experience a valuable lesson in persistence."", ""max_similarity"": 0.6027, ""status"": ""Partial""}, {""key_point"": ""Cook is stepping down soon."", ""best_sentence"": ""He was especially moved by the first story he received of the watch saving someone\u2019s life, saying it \u201chit me particularly hard.\u201d\n\nThe comments come one day after Cook announced he will step down as CEO in September and transition to the role of executive chairman, with John Ternus succeeding him as CEO."", ""max_similarity"": 0.6358, ""status"": ""Partial""}, {""key_point"": ""Additionally, Cook claimed that the unreleased AirPower wireless charging mat and attempts for a self-driving car were also mistakes he had made in leadership."", ""best_sentence"": ""Cook also cited two other major missteps under his leadership:\n- The **AirPower** wireless charging mat (announced in 2017 but canceled due to technical problems)."", ""max_similarity"": 0.7908, ""status"": ""Covered""}, {""key_point"": ""Cook also reflected on his accomplishments and said that there were many but the release of the Apple Watch was his most proud because the Apple Watch can save lives."", ""best_sentence"": ""On the positive side, Cook highlighted the **Apple Watch** (launched in 2014) as one of his proudest achievements."", ""max_similarity"": 0.8095, ""status"": ""Covered""}]",
Tech,Apple’s pick to replace Tim Cook hints at its plans for the AI era,GPT,0.8333,2,1,0,3,"[{""key_point"": ""Apple is betting on the future on AI-integrated hardware as John Ternus, the hardware engineering chief, will be the new CEO starting at September."", ""best_sentence"": ""Ternus, currently the senior vice president of hardware engineering, will need to navigate Apple's trajectory as AI becomes increasingly integral to technology use."", ""max_similarity"": 0.7682, ""status"": ""Covered""}, {""key_point"": ""He is replacing Tim Cook, who led Apple for the past 15 years."", ""best_sentence"": ""Apple announced that CEO Tim Cook will step down, and John Ternus, who has a strong background in hardware, will take over."", ""max_similarity"": 0.6636, ""status"": ""Partial""}, {""key_point"": ""Business experts believe that Ternus's biggest challenge as the new leader will be successfully guiding the tech giant through the rapidly growing and competitive world of Artificial Intelligence."", ""best_sentence"": ""The bigger challenge for Ternus will be making decisive strategic choices about Apple\u2019s future in the evolving AI landscape, balancing technical execution with strategic conviction."", ""max_similarity"": 0.7175, ""status"": ""Covered""}]",
Tech,Apple’s pick to replace Tim Cook hints at its plans for the AI era,Gemini,0.5,0,3,0,3,"[{""key_point"": ""Apple is betting on the future on AI-integrated hardware as John Ternus, the hardware engineering chief, will be the new CEO starting at September."", ""best_sentence"": ""Ternus, whose background is primarily in hardware engineering, might seem an unconventional choice for an AI-centric future."", ""max_similarity"": 0.6647, ""status"": ""Partial""}, {""key_point"": ""He is replacing Tim Cook, who led Apple for the past 15 years."", ""best_sentence"": ""Apple has announced that Tim Cook will step down as CEO, with John Ternus taking his place, signaling the company's significant bet on the future of rapidly evolving AI technology."", ""max_similarity"": 0.6955, ""status"": ""Partial""}, {""key_point"": ""Business experts believe that Ternus's biggest challenge as the new leader will be successfully guiding the tech giant through the rapidly growing and competitive world of Artificial Intelligence."", ""best_sentence"": ""Ternus, whose background is primarily in hardware engineering, might seem an unconventional choice for an AI-centric future."", ""max_similarity"": 0.678, ""status"": ""Partial""}]",
Tech,Apple’s pick to replace Tim Cook hints at its plans for the AI era,Grok,1.0,3,0,0,3,"[{""key_point"": ""Apple is betting on the future on AI-integrated hardware as John Ternus, the hardware engineering chief, will be the new CEO starting at September."", ""best_sentence"": ""At first glance, Ternus \u2014 a hardware executive since joining Apple\u2019s design team in 2001 \u2014 might seem an unusual pick for an AI future."", ""max_similarity"": 0.7851, ""status"": ""Covered""}, {""key_point"": ""He is replacing Tim Cook, who led Apple for the past 15 years."", ""best_sentence"": ""**Summary:**\n\nApple announced that **Tim Cook will step down as CEO** and be succeeded by **John Ternus**, the company\u2019s current head of hardware engineering."", ""max_similarity"": 0.7456, ""status"": ""Covered""}, {""key_point"": ""Business experts believe that Ternus's biggest challenge as the new leader will be successfully guiding the tech giant through the rapidly growing and competitive world of Artificial Intelligence."", ""best_sentence"": ""At first glance, Ternus \u2014 a hardware executive since joining Apple\u2019s design team in 2001 \u2014 might seem an unusual pick for an AI future."", ""max_similarity"": 0.7021, ""status"": ""Covered""}]",
Tech,SpaceX Strikes Deal With Cursor for $60 Billion,GPT,1.0,3,0,0,3,"[{""key_point"": ""Elon Musk\u2019s space company, SpaceX, is investing heavily in AI by making a massive deal with Cursor, a startup that makes software to help programmers write code."", ""best_sentence"": ""SpaceX, Elon Musk\u2019s company, announced a potential acquisition deal with AI start-up Cursor, valuing the young company at $60 billion."", ""max_similarity"": 0.8306, ""status"": ""Covered""}, {""key_point"": ""SpaceX agreed to a $10 billion partnership, with an option to buy Cursor completely for $60 billion later this year."", ""best_sentence"": ""The deal would enable SpaceX to develop advanced AI models, also providing it an option to acquire Cursor for $60 billion or invest $10 billion for their collaboration."", ""max_similarity"": 0.8179, ""status"": ""Covered""}, {""key_point"": ""The move is designed to strengthen SpaceX's technology and make the company look more valuable before its IPO in June."", ""best_sentence"": ""This move coincides with SpaceX's plans to go public, potentially as soon as June."", ""max_similarity"": 0.7395, ""status"": ""Covered""}]",
Tech,SpaceX Strikes Deal With Cursor for $60 Billion,Gemini,0.8333,2,1,0,3,"[{""key_point"": ""Elon Musk\u2019s space company, SpaceX, is investing heavily in AI by making a massive deal with Cursor, a startup that makes software to help programmers write code."", ""best_sentence"": ""SpaceX, Elon Musk's rocket and satellite company, announced a potential deal to acquire the AI start-up Cursor, which specializes in AI code-writing software."", ""max_similarity"": 0.8911, ""status"": ""Covered""}, {""key_point"": ""SpaceX agreed to a $10 billion partnership, with an option to buy Cursor completely for $60 billion later this year."", ""best_sentence"": ""The agreement offers SpaceX the option to buy Cursor for $60 billion or pay $10 billion for a collaboration later this year."", ""max_similarity"": 0.9505, ""status"": ""Covered""}, {""key_point"": ""The move is designed to strengthen SpaceX's technology and make the company look more valuable before its IPO in June."", ""best_sentence"": ""The potential acquisition is noteworthy as Musk's companies rarely purchase outside firms, and its timing relative to SpaceX's anticipated IPO is currently unknown."", ""max_similarity"": 0.6086, ""status"": ""Partial""}]",
Tech,SpaceX Strikes Deal With Cursor for $60 Billion,Grok,0.8333,2,1,0,3,"[{""key_point"": ""Elon Musk\u2019s space company, SpaceX, is investing heavily in AI by making a massive deal with Cursor, a startup that makes software to help programmers write code."", ""best_sentence"": ""Although Cursor has no obvious connection to rockets or satellite internet (SpaceX\u2019s main businesses), Musk has increasingly steered SpaceX into AI, including plans for orbital AI data centers and AI chip manufacturing."", ""max_similarity"": 0.8351, ""status"": ""Covered""}, {""key_point"": ""SpaceX agreed to a $10 billion partnership, with an option to buy Cursor completely for $60 billion later this year."", ""best_sentence"": ""The agreement gives SpaceX the option to **acquire Cursor later this year for $60 billion**, or pay **$10 billion** for their collaboration."", ""max_similarity"": 0.9389, ""status"": ""Covered""}, {""key_point"": ""The move is designed to strengthen SpaceX's technology and make the company look more valuable before its IPO in June."", ""best_sentence"": ""The announcement is notable because Musk\u2019s companies rarely acquire outside firms, and it arrives just as SpaceX prepares for what could be one of the largest IPOs in history, possibly as early as June."", ""max_similarity"": 0.6437, ""status"": ""Partial""}]",
Tech,YouTube clips and a bare stage: How Justin Bieber captivated Coachella — and the internet,GPT,0.3333,1,0,2,3,"[{""key_point"": ""Justin Bieber is on Coachella performance last week."", ""best_sentence"": ""Justin Bieber's recent Coachella performance was a nostalgic tribute to his beginnings on YouTube, reflecting the way he first gained attention in the early 2000s when Scooter Braun discovered his videos."", ""max_similarity"": 0.7183, ""status"": ""Covered""}, {""key_point"": ""He simply sat on stage with a laptop and sang along to his old YouTube videos playing on a giant screen."", ""best_sentence"": ""Justin Bieber's recent Coachella performance was a nostalgic tribute to his beginnings on YouTube, reflecting the way he first gained attention in the early 2000s when Scooter Braun discovered his videos."", ""max_similarity"": 0.4146, ""status"": ""Missing""}, {""key_point"": ""While many loyal fans found this emotional and nostalgic, critics complained that the highly paid performance was lazy and felt like watching a boring video call."", ""best_sentence"": ""Social media commentary varied, with some defending his performance and others joking about its simplicity."", ""max_similarity"": 0.3733, ""status"": ""Missing""}]",
Tech,YouTube clips and a bare stage: How Justin Bieber captivated Coachella — and the internet,Gemini,0.5,1,1,1,3,"[{""key_point"": ""Justin Bieber is on Coachella performance last week."", ""best_sentence"": ""Justin Bieber's recent Coachella performance took an unconventional approach, eschewing a typical flashy, choreographed show."", ""max_similarity"": 0.7136, ""status"": ""Covered""}, {""key_point"": ""He simply sat on stage with a laptop and sang along to his old YouTube videos playing on a giant screen."", ""best_sentence"": ""Instead, Bieber, now 32, paid homage to his career's YouTube origins by using only a laptop to project his classic music videos and early covers onto the main screen, inviting fans to sing along to hits like \""Baby\"" and his viral \""With You\"" cover."", ""max_similarity"": 0.5077, ""status"": ""Partial""}, {""key_point"": ""While many loyal fans found this emotional and nostalgic, critics complained that the highly paid performance was lazy and felt like watching a boring video call."", ""best_sentence"": ""However, others online criticized Bieber for what they perceived as a \""lazy\"" performance, especially amid reports he was paid $10 million."", ""max_similarity"": 0.4585, ""status"": ""Missing""}]",
Tech,YouTube clips and a bare stage: How Justin Bieber captivated Coachella — and the internet,Grok,0.6667,1,2,0,3,"[{""key_point"": ""Justin Bieber is on Coachella performance last week."", ""best_sentence"": ""**Article Summary:**\n\nJustin Bieber took a nostalgic, minimalist approach to his Coachella performance, deliberately harking back to his YouTube roots."", ""max_similarity"": 0.7536, ""status"": ""Covered""}, {""key_point"": ""He simply sat on stage with a laptop and sang along to his old YouTube videos playing on a giant screen."", ""best_sentence"": ""Instead of a high-production show with dancers, choreography, and visual effects, Bieber simply brought a laptop on stage."", ""max_similarity"": 0.5815, ""status"": ""Partial""}, {""key_point"": ""While many loyal fans found this emotional and nostalgic, critics complained that the highly paid performance was lazy and felt like watching a boring video call."", ""best_sentence"": ""Critics called it lazy, especially after reports surfaced that he was paid $10 million for the set."", ""max_similarity"": 0.5498, ""status"": ""Partial""}]",
Tech,Anthropic investigating claim of unauthorised access to Mythos AI tool,GPT,1.0,1,0,0,1,"[{""key_point"": ""Anthropic is investigating a serious security breach where unauthorized users gained access to a highly dangerous, unreleased AI model \""Mythos.\"" The attackers reportedly used an outside contractor's account to access the system, which is kept secret because it is capable of severe computer hacking."", ""best_sentence"": ""Anthropic is investigating a claim that unauthorized individuals accessed its Claude Mythos model, a powerful cyber-security AI tool not released to the public."", ""max_similarity"": 0.825, ""status"": ""Covered""}]",
Tech,Anthropic investigating claim of unauthorised access to Mythos AI tool,Gemini,1.0,1,0,0,1,"[{""key_point"": ""Anthropic is investigating a serious security breach where unauthorized users gained access to a highly dangerous, unreleased AI model \""Mythos.\"" The attackers reportedly used an outside contractor's account to access the system, which is kept secret because it is capable of severe computer hacking."", ""best_sentence"": ""Anthropic is investigating claims that a small group of people gained unauthorized access to its Claude Mythos model, a highly powerful cybersecurity AI tool the company deems too sensitive for public release."", ""max_similarity"": 0.8012, ""status"": ""Covered""}]",
Tech,Anthropic investigating claim of unauthorised access to Mythos AI tool,Grok,1.0,1,0,0,1,"[{""key_point"": ""Anthropic is investigating a serious security breach where unauthorized users gained access to a highly dangerous, unreleased AI model \""Mythos.\"" The attackers reportedly used an outside contractor's account to access the system, which is kept secret because it is capable of severe computer hacking."", ""best_sentence"": ""**Summary:**\n\nAnthropic is investigating a report that a small group of people gained unauthorized access to **Claude Mythos**, its highly restricted AI cybersecurity model, which the company has deliberately not released to the public due to its power."", ""max_similarity"": 0.7911, ""status"": ""Covered""}]",
